X,Y,Name,country,provincia,concello,LUGAR_E_PARROQUIA
-8.4056675,42.794936226168,Ruta Río Grande,España,A Coruña,Boqueixón,Ardesende
-8.3947349,42.785070926168,Mirador de Gundián,España,A Coruña,Vedra,Caldelas
-8.3879328,42.782094426168,Mirador del Ulla - Alto do Castro,España,A Coruña,Vedra,Caldelas
-8.8340378,42.339767626168,Batería de Cabo Udra,España,Pontevedra,Bueu,Entorno rural
-8.7926674,42.248708726168,Lagoa da Congorza,España,Pontevedra,Cangas,Balea
-8.4636354,42.461357226168,Ruta del río Almofrei,España,Pontevedra,A Chan,O Frade
-8.3856905,42.261700326168,Manantial de Lourido,España,Pontevedra,Santiago de Covelo,Lourido
-8.5836482,42.127447626168,Area Recreativa de Budiño,España,Pontevedra,Porriño,A Insua
-8.5863519,42.130184826168,Mirador del Faro de Budiño,España,Pontevedra,Porriño,A Insua
-8.783226,42.173136626168,Montes de Coruxo,España,Pontevedra,Vigo,As Roteas
-8.8453674,42.064332426168,Serra da Groba,España,Pontevedra,Oia,Entorno rural
-7.9808807,41.904576826168,Parque Natural do Xurés,España,Ourense,Muíños,Entorno rural
-7.9920441,41.929824426168,Área recreativa de Prado,España,Ourense,Muíños,Entorno rural
-8.3544159,42.162830826168,Montes da Paradanta,España,Pontevedra,A Caniza,A Igrexa
-8.3465517,42.172230226168,Mirador do Coto da Vella,España,Pontevedra,A Caniza,Entorno rural
-8.3516854,42.169184726168,Neveiro da Franqueira,España,Pontevedra,A Caniza,Entorno rural
